emoji,unicode,aliases_all
🧗,🧗,"orang_memanjat_pemanjat"
🧗‍♂️,🧗‍♂️,"pria_memanjat_pemanjat"
🧗‍♀️,🧗‍♀️,"wanita_memanjat_pemanjat"
🤺,🤺,"orang_berolahraga_anggar_atlet_olahraga_pedang"
🏇,🏇,"balap_kuda_balapan_joki_pacuan"
⛷️,⛷️,"pemain_ski_salju"
🏂,🏂,"peselancar_salju_papan_seluncur_ski"
🏌️,🏌️,"orang_bermain_golf_bola"
🏌️‍♂️,🏌️‍♂️,"pria_bermain_golf_bola_laki-laki"
🏌️‍♀️,🏌️‍♀️,"wanita_bermain_golf_bola_perempuan"
🏄,🏄,"orang_berselancar_seluncur"
🏄‍♂️,🏄‍♂️,"pria_berselancar_laki-laki_ombak_selancar"
🏄‍♀️,🏄‍♀️,"wanita_berselancar_ombak_perempuan_selancar"
🚣,🚣,"orang_mendayung_perahu_kendaraan"
🚣‍♂️,🚣‍♂️,"pria_mendayung_perahu_dayung_laki-laki"
🚣‍♀️,🚣‍♀️,"wanita_mendayung_perahu_dayung_perempuan"
🏊,🏊,"orang_berenang_renang"
🏊‍♂️,🏊‍♂️,"pria_berenang_laki-laki_renang"
🏊‍♀️,🏊‍♀️,"wanita_berenang_perempuan_renang"
⛹️,⛹️,orang_memantulkan_bola
⛹️‍♂️,⛹️‍♂️,"pria_memantulkan_bola_laki-laki_membawa"
⛹️‍♀️,⛹️‍♀️,"wanita_memantulkan_bola_membawa_perempuan"
🏋️,🏋️,"orang_mengangkat_beban_angkat"
🏋️‍♂️,🏋️‍♂️,"pria_mengangkat_beban_angkat_laki-laki"
🏋️‍♀️,🏋️‍♀️,"wanita_mengangkat_beban_angkat_perempuan"
🚴,🚴,"orang_bersepeda_sepeda"
🚴‍♂️,🚴‍♂️,"pria_bersepeda_laki-laki_sepeda"
🚴‍♀️,🚴‍♀️,"wanita_bersepeda_perempuan_sepeda"
🚵,🚵,"orang_bersepeda_gunung_pesepeda_sepeda"
🚵‍♂️,🚵‍♂️,"pria_bersepeda_gunung_laki-laki_sepeda"
🚵‍♀️,🚵‍♀️,"wanita_bersepeda_gunung_perempuan_sepeda"
🤸,🤸,"orang_melakukan_gerakan_meroda_gimnastik_olahraga_salto_senam"
🤸‍♂️,🤸‍♂️,"pria_melakukan_gerakan_meroda_balik_jungkir_laki-laki"
🤸‍♀️,🤸‍♀️,"wanita_melakukan_gerakan_meroda_balik_jungkir_perempuan"
🤼,🤼,"orang_bergulat_gulat_olahraga_pegulat"
🤼‍♂️,🤼‍♂️,"pria_bergulat_gulat_laki-laki"
🤼‍♀️,🤼‍♀️,"wanita_bergulat_gulat_perempuan"
🤽,🤽,"orang_bermain_polo_air_olahraga"
🤽‍♂️,🤽‍♂️,"pria_bermain_polo_air_laki-laki"
🤽‍♀️,🤽‍♀️,"wanita_bermain_polo_air_perempuan"
🤾,🤾,"orang_bermain_bola_tangan_olahraga"
🤾‍♂️,🤾‍♂️,"pria_bermain_bola_tangan_laki-laki"
🤾‍♀️,🤾‍♀️,"wanita_bermain_bola_tangan_perempuan"
🤹,🤹,"orang_melempar_juggling_multitasking_repot_sibuk"
🤹‍♂️,🤹‍♂️,"pria_melempar_atraksi_laki-laki"
🤹‍♀️,🤹‍♀️,"wanita_melempar_atraksi_perempuan"
🧘,🧘,"orang_dalam_posisi_teratai_meditasi_yoga"
🧘‍♂️,🧘‍♂️,"pria_dalam_posisi_teratai_meditasi_yoga"
🧘‍♀️,🧘‍♀️,"wanita_dalam_posisi_teratai_meditasi_yoga"
🛀,🛀,orang_di_bak_mandi
🛌,🛌,"orang_di_tempat_tidur_hotel"
🧑‍🤝‍🧑,🧑‍🤝‍🧑,"orang_bergandengan_pasangan_tangan"
👭,👭,"dua_wanita_bergandengan_cewek_gandeng_pasangan_pegangan_tangan"
👫,👫,"pria_dan_wanita_bergandengan_pasangan_pegangan_berpegangan_tangan"
👬,👬,"dua_pria_bergandengan_cowok_gandeng_gemini_kembar_pasangan_pegangan_tangan_zodiak"
💏,💏,"berciuman_cium_pasangan_romantis"
👩‍❤️‍💋‍👨,👩‍❤️‍💋‍👨,"berciuman_wanita_pria_cium_pasangan_romantis"
👨‍❤️‍💋‍👨,👨‍❤️‍💋‍👨,"berciuman_pria_cium_pasangan_romantis"
👩‍❤️‍💋‍👩,👩‍❤️‍💋‍👩,"berciuman_wanita_cium_pasangan_romantis"
💑,💑,"pasangan_dengan_hati_cinta_romantis"
👩‍❤️‍👨,👩‍❤️‍👨,"pasangan_dengan_hati_wanita_pria_cinta_romantis"
👨‍❤️‍👨,👨‍❤️‍👨,"pasangan_dengan_hati_pria_cinta_romantis"
👩‍❤️‍👩,👩‍❤️‍👩,"pasangan_dengan_hati_wanita_cinta_romantis"
👪,👪,"keluarga_anak_ayah_bapak_ibu_mama_papa"
👨‍👩‍👦,👨‍👩‍👦,"keluarga_pria_wanita_anak_laki-laki_ayah_bapak_ibu_mama_papa"
👨‍👩‍👧,👨‍👩‍👧,"keluarga_pria_wanita_anak_perempuan_ayah_bapak_ibu_mama_papa"
👨‍👩‍👧‍👦,👨‍👩‍👧‍👦,"keluarga_pria_wanita_anak_perempuan_laki-laki_ayah_bapak_ibu_mama_papa"
👨‍👩‍👦‍👦,👨‍👩‍👦‍👦,"keluarga_pria_wanita_anak_laki-laki_ayah_bapak_ibu_mama_papa"
👨‍👩‍👧‍👧,👨‍👩‍👧‍👧,"keluarga_pria_wanita_anak_perempuan_ayah_bapak_ibu_mama_papa"
👨‍👨‍👦,👨‍👨‍👦,"keluarga_pria_anak_laki-laki_ayah_bapak_ibu_mama_papa"
👨‍👨‍👧,👨‍👨‍👧,"keluarga_pria_anak_perempuan_ayah_bapak_ibu_mama_papa"
👨‍👨‍👧‍👦,👨‍👨‍👧‍👦,"keluarga_pria_anak_perempuan_laki-laki_ayah_bapak_ibu_mama_papa"
👨‍👨‍👦‍👦,👨‍👨‍👦‍👦,"keluarga_pria_anak_laki-laki_ayah_bapak_ibu_mama_papa"
👨‍👨‍👧‍👧,👨‍👨‍👧‍👧,"keluarga_pria_anak_perempuan_ayah_bapak_ibu_mama_papa"
👩‍👩‍👦,👩‍👩‍👦,"keluarga_wanita_anak_laki-laki_ayah_bapak_ibu_mama_papa"
👩‍👩‍👧,👩‍👩‍👧,"keluarga_wanita_anak_perempuan_ayah_bapak_ibu_mama_papa"
👩‍👩‍👧‍👦,👩‍👩‍👧‍👦,"keluarga_wanita_anak_perempuan_laki-laki_ayah_bapak_ibu_mama_papa"
👩‍👩‍👦‍👦,👩‍👩‍👦‍👦,"keluarga_wanita_anak_laki-laki_ayah_bapak_ibu_mama_papa"
👩‍👩‍👧‍👧,👩‍👩‍👧‍👧,"keluarga_wanita_anak_perempuan_ayah_bapak_ibu_mama_papa"
👨‍👦,👨‍👦,"keluarga_pria_anak_laki-laki_ayah_bapak_ibu_mama_papa"
👨‍👦‍👦,👨‍👦‍👦,"keluarga_pria_anak_laki-laki_ayah_bapak_ibu_mama_papa"
👨‍👧,👨‍👧,"keluarga_pria_anak_perempuan_ayah_bapak_ibu_mama_papa"
👨‍👧‍👦,👨‍👧‍👦,"keluarga_pria_anak_perempuan_laki-laki_ayah_bapak_ibu_mama_papa"
👨‍👧‍👧,👨‍👧‍👧,"keluarga_pria_anak_perempuan_ayah_bapak_ibu_mama_papa"
👩‍👦,👩‍👦,"keluarga_wanita_anak_laki-laki_ayah_bapak_ibu_mama_papa"
👩‍👦‍👦,👩‍👦‍👦,"keluarga_wanita_anak_laki-laki_ayah_bapak_ibu_mama_papa"
👩‍👧,👩‍👧,"keluarga_wanita_anak_perempuan_ayah_bapak_ibu_mama_papa"
👩‍👧‍👦,👩‍👧‍👦,"keluarga_wanita_anak_perempuan_laki-laki_ayah_bapak_ibu_mama_papa"
👩‍👧‍👧,👩‍👧‍👧,"keluarga_wanita_anak_perempuan_ayah_bapak_ibu_mama_papa"
🗣️,🗣️,"kepala_berbicara_bicara_siluet_wajah"
👤,👤,"siluet_foto_setengah_badan_bayangan"
👥,👥,"beberapa_siluet_foto_setengah_badan_bayangan"
🫂,🫂,"orang_berpelukan_halo_peluk_selamat_tinggal_terima_kasih"
👣,👣,"jejak_kaki_badan_tubuh"
🦰,🦰,"rambut_merah_cokelat_kemerahan"
🦱,🦱,"rambut_keriting_afro_ikal"
🦳,🦳,"rambut_putih_abu-abu_tua"
🦲,🦲,"gundul_botak_kemoterapi_tak_berambut"
🐵,🐵,"wajah_monyet_muka"
🐒,🐒,monyet
🦍,🦍,"gorila_binatang_kingkong"
🦧,🦧,"orangutan_kera"
🐶,🐶,"wajah_anjing_hewan_muka"
🐕,🐕,"anjing_hewan"
🦮,🦮,"anjing_pemandu_aksesibilitas_buta_panduan_tunanetra"
🐕‍🦺,🐕‍🦺,"anjing_pembimbing_aksesibilitas_bantuan_bimbingan"
🐩,🐩,"pudel_anjing"
🐺,🐺,"serigala_muka_wajah"
🦊,🦊,"rubah_muka_wajah"
🦝,🦝,"rakun_licik_penasaran"
🐱,🐱,"wajah_kucing_hewan_muka"
🐈,🐈,"kucing_hewan"
🐈‍⬛,🐈‍⬛,"kucing_hitam_kesialan"
🦁,🦁,"singa_leo_muka_wajah_zodiak"
🐯,🐯,"wajah_harimau_macan_muka"
🐅,🐅,harimau
🐆,🐆,macan_tutul
🐴,🐴,"wajah_kuda_muka"
🐎,🐎,"kuda_balap_pacuan"
🦄,🦄,"unicorn_muka_wajah"
🦓,🦓,"zebra_belang"
🦌,🦌,"rusa_binatang"
🦬,🦬,"bison_eropa_kawanan_kerbau"
🐮,🐮,"wajah_sapi_muka"
🐂,🐂,"lembu_taurus_zodiak"
🐃,🐃,"kerbau_air"
🐄,🐄,sapi
🐷,🐷,"wajah_babi_muka"
🐖,🐖,babi
🐗,🐗,babi_hutan
🐽,🐽,"hidung_babi_muka_wajah"
🐏,🐏,"domba_jantan_aries_zodiak"
🐑,🐑,domba_betina
🐐,🐐,"kambing_capricorn_zodiak"
🐪,🐪,"unta_dromedari_punuk"
🐫,🐫,"unta_berpunuk_dua_baktrian_punuk"
🦙,🦙,"llama_alpaka_guanako_vikuna_wol"
🦒,🦒,"jerapah_bintik"
🐘,🐘,gajah
🦣,🦣,"mamut_berbulu_tebal_besar_gading_kepunahan"
🦏,🦏,"badak_binatang"
🦛,🦛,kuda_nil
🐭,🐭,"wajah_tikus_muka"
🐁,🐁,tikus_putih
🐀,🐀,tikus
🐹,🐹,"hamster_hewan_peliharaan_wajah"
🐰,🐰,"wajah_kelinci_hewan_peliharaan"
🐇,🐇,"kelinci_hewan_peliharaan"
🐿️,🐿️,tupai
🦫,🦫,"biwara_bendungan"
🦔,🦔,"landak_berduri"
🦇,🦇,"kelelawar_binatang_vampir"
🐻,🐻,"beruang_muka_wajah"
🐻‍❄️,🐻‍❄️,"beruang_kutub_arktika_putih"
🐨,🐨,"koala_beruang"
🐼,🐼,"panda_muka_wajah"
🦥,🦥,"kungkang_lambat_malas"
🦦,🦦,"berang-berang_ceria_gembira_menangkap_ikan"
🦨,🦨,"sigung_bau_busuk"
🦘,🦘,"kanguru_australia_joey_lompat_marsupialia"
🦡,🦡,"musang_hewan_pengganggu_ratel"
🐾,🐾,"jejak_kaki_hewan_cakar"
🦃,🦃,"kalkun_burung"
🐔,🐔,"ayam_burung"
🐓,🐓,"ayam_jago_burung"
🐣,🐣,"itik_menetas_ayam_bayi"
🐤,🐤,"itik_bayi_ayam"
🐥,🐥,"itik_bayi_menghadap_ke_depan_ayam"
🐦,🐦,burung
🐧,🐧,"pinguin_burung"
🕊️,🕊️,"merpati_burung_damai_terbang"
🦅,🦅,"elang_burung"
🦆,🦆,"bebek_unggas"
🦢,🦢,"angsa_muda_burung_itik_buruk_rupa"
🦉,🦉,"burung_hantu_bijaksana"
🦤,🦤,"dodo_besar_mauritius_punah"
🪶,🪶,"bulu_burung_penerbangan_ringan"
🦩,🦩,"flamingo_flamboyan_tropikal_tropis"
🦚,🦚,"merak_angkuh_burung_betina_mewah"
🦜,🦜,"nuri_bajak_laut_bicara_burung"
🐸,🐸,"katak_muka_wajah"
🐊,🐊,buaya
🐢,🐢,"kura-kura_penyu_terrapin"
🦎,🦎,"kadal_reptil"
🐍,🐍,"ular_ofiukus_pembawa_zodiak"
🐲,🐲,"wajah_naga_dongeng_muka"
🐉,🐉,"naga_dongeng"
🦕,🦕,"sauropod_brachiosaurus_brontosaurus_diplodocus"
🦖,🦖,"t-rex_tyrannosaurus_rex"
🐳,🐳,"ikan_paus_menyembur_muka_sembur_wajah"
🐋,🐋,ikan_paus
🐬,🐬,lumba-lumba
🦭,🦭,"anjing_laut_singa"
🐟,🐟,"ikan_pisces_zodiak"
🐠,🐠,ikan_tropis
🐡,🐡,ikan_gembung
🦈,🦈,"hiu_ikan"
🐙,🐙,gurita
🐚,🐚,cangkang_spiral
🐌,🐌,"siput_keong"
🦋,🦋,"kupu-kupu_cantik_serangga"
🐛,🐛,serangga_kecil
🐜,🐜,"semut_serangga"
🐝,🐝,"lebah_madu_serangga"
🪲,🪲,"kumbang_hama_serangga"
🐞,🐞,"kumbang_betina_serangga"
🦗,🦗,"jangkrik_belalang"
🪳,🪳,"kecoak_coro_hama_serangga"
🕷️,🕷️,"laba-laba_serangga"
🕸️,🕸️,"jaring_laba-laba_sarang"
🦂,🦂,"kalajengking_scorpio_zodiak"
🦟,🦟,"nyamuk_demam_malaria_penyakit_serangga_virus"
🪰,🪰,"lalat_belatung_hama_membusuk_penyakit"
🪱,🪱,"cacing_annelida_tanah_parasit"
🦠,🦠,"mikroba_amuba_bakteri_virus"
💐,💐,"karangan_bunga_romantis_tanaman"
🌸,🌸,"sakura_bunga_mekar_tanaman"
💮,💮,bunga_putih
🏵️,🏵️,"hiasan_mawar_tanaman"
🌹,🌹,"mawar_bunga_tanaman"
🥀,🥀,"bunga_layu_kecewa"
🌺,🌺,"kembang_sepatu_bunga_tanaman"
🌻,🌻,"bunga_matahari_tanaman"
🌼,🌼,"mekar_bunga_tanaman"
🌷,🌷,"tulip_bunga_tanaman"
🌱,🌱,"semai_muda_tanaman"
🪴,🪴,"tanaman_pot_membosankan_merawat_rumah_tumbuh"
🌲,🌲,"pohon_hijau_abadi_tanaman"
🌳,🌳,"pohon_meranggas_gugur_tanaman"
🌴,🌴,"pohon_palem_tanaman"
🌵,🌵,"kaktus_tanaman"
🌾,🌾,"seikat_padi_bulir_nasi_tanaman"
🌿,🌿,"herba_daun_tanaman"
☘️,☘️,"shamrock_tanaman"
🍀,🍀,"empat_daun_semanggi_4_tanaman"
🍁,🍁,"daun_maple_gugur_tanaman"
🍂,🍂,"daun_berguguran_gugur_tanaman"
🍃,🍃,"daun_tertiup_angin_tanaman_terbang_tiup"
🍇,🍇,"anggur_buah_tanaman"
🍈,🍈,"melon_buah_tanaman"
🍉,🍉,"semangka_buah_tanaman"
🍊,🍊,"buah_jeruk_tanaman"
🍋,🍋,"lemon_buah_tanaman"
🍌,🍌,"pisang_buah_tanaman"
🍍,🍍,"nanas_buah_tanaman"
🥭,🥭,"mangga_buah_tropis"
🍎,🍎,"apel_merah_buah_tanaman"
🍏,🍏,"apel_hijau_buah_tanaman"
🍐,🍐,"pir_buah_tanaman"
🍑,🍑,"persik_buah_tanaman"
🍒,🍒,"ceri_buah_tanaman"
🍓,🍓,"stroberi_beri_buah_tanaman"
🫐,🫐,"blueberry_beri_bilberry_biru_bluberi"
🥝,🥝,"buah_kiwi_makanan"
🍅,🍅,"tomat_sayur_tanaman"
🫒,🫒,"zaitun_makanan"
🥥,🥥,"kelapa_palem_pina_colada"
🥑,🥑,"alpukat_alpuket_avokad_avokado_buah_makanan"
🍆,🍆,"terung_sayur_tanaman"
🥔,🥔,"kentang_makanan_sayur_sayuran"
🥕,🥕,"wortel_makanan_sayur"
🌽,🌽,"bonggol_jagung_bulir_tanaman"
🌶️,🌶️,"cabai_pedas_lada_tanaman"
🫑,🫑,"paprika_capsicum_sayuran"
🥒,🥒,"ketimun_acar_makanan_sayuran_timun"
🥬,🥬,"selada_hijau_bokcoy_kale_kubis"
🥦,🥦,"brokoli_kubis"
🧄,🧄,"bawang_putih_bumbu_dapur"
🧅,🧅,"bawang_bombay_bumbu_dapur"
🍄,🍄,"jamur_tanaman"
🥜,🥜,"kacang_tanah_makanan_sayur_sayuran"
🌰,🌰,"kastanye_tanaman"
🍞,🍞,roti
🥐,🥐,"croissant_roti_prancis"
🥖,🥖,"roti_baguette_baget_panjang_prancis"
🫓,🫓,"roti_pipih_areva_lavash_pita_naan"
🥨,🥨,"pretzel_berkeluk"
🥯,🥯,"bagel_roti_schmear"
🥞,🥞,"panekuk_pancake_serabi"
🧇,🧇,"wafel_makanan_waffle"
🧀,🧀,irisan_keju
🍖,🍖,daging_pada_tulang
🍗,🍗,"kaki_ayam_paha_tulang_unggas"
🥩,🥩,"potongan_daging_babi_domba_irisan_kambing_steak"
🥓,🥓,"babi_asap_bacon_bakon_daging_makanan"
🍔,🍔,"hamburger_burger"
🍟,🍟,kentang_goreng
🍕,🍕,"pizza_keju_potongan"
🌭,🌭,"hot_dog_hotdog_sosis"
🥪,🥪,roti_lapis
🌮,🌮,"taco_meksiko"
🌯,🌯,"burrito_meksiko"
🫔,🫔,"tamale_makanan_meksiko_terbungkus"
🥙,🥙,"roti_tawar_isi_falafel_kebab_makanan"
🧆,🧆,"falafel_bebola_kacang_arab"
🥚,🥚,"telur_makanan"
🍳,🍳,"memasak_menggoreng_telur_wajan"
🥘,🥘,"wajan_dangkal_kaserol_makanan_seafood"
🍲,🍲,"panci_makanan_mangkuk_rebusan"
🫕,🫕,"fondue_cokelat_keju_meleleh_periuk_swiss"
🥣,🥣,"mangkuk_dengan_sendok_bubur_sarapan_sereal"
🥗,🥗,"salad_hijau_makanan_sayuran"
🍿,🍿,"popcorn_berondong_jagung"
🧈,🧈,"mentega_produk_susu"
🧂,🧂,"garam_bumbu_wadah"
🥫,🥫,makanan_kaleng
🍱,🍱,kotak_bento
🍘,🍘,"kerupuk_beras_biskuit"
🍙,🍙,"nasi_kepal_bola_jepang"
🍚,🍚,"nasi_matang_masak"
🍛,🍛,nasi_kari
🍜,🍜,"mangkuk_mengepul_mie_ramen_rebusan"
🍝,🍝,"spageti_pasta"
🍠,🍠,"ubi_panggang_kentang_manis"
🍢,🍢,"oden_kebab_laut_makanan_tempura_udang"
🍣,🍣,sushi
🍤,🍤,"udang_goreng_tempura"
🍥,🍥,"kue_ikan_dengan_desain_pusaran_pastri"
🥮,🥮,"kue_bulan_festival_musim_gugur_yuebing"
🍡,🍡,"dango_jepang_makanan_manis_penutup_sate_stik"
🥟,🥟,"dumpling_empanada_gyoza_jiaozi_pierogi"
🥠,🥠,"kue_keberuntungan_ramalan"
🥡,🥡,"kotak_makanan_wadah_tionghoa"
🦀,🦀,"kepiting_cancer_zodiak"
🦞,🦞,"lobster_capit_hidangan_laut_sup"
🦐,🦐,"udang_makanan_seafood"
🦑,🦑,"cumi-cumi_cumi_makanan_moluska_seafood"
🦪,🦪,"tiram_menyelam_mutiara"
🍦,🍦,"es_krim_lembut_makanan_manis_penutup"
🍧,🍧,"es_serut_makanan_manis_penutup"
🍨,🍨,"es_krim_makanan_manis_penutup"
🍩,🍩,"donat_makanan_manis_penutup"
🍪,🍪,"biskuit_makanan_manis_penutup"
🎂,🎂,"kue_ulang_tahun_hidangan_penutup_manis_pastri_perayaan"
🍰,🍰,"kue_makanan_manis_pastri_penutup_potongan"
🧁,🧁,"kue_mangkuk_manis_roti"
🥧,🥧,"pai_isi_kue_kering_pastri"
🍫,🍫,"sebatang_cokelat_batangan_makanan_manis_penutup"
🍬,🍬,"permen_makanan_manis_penutup"
🍭,🍭,"permen_lolipop_makanan_manis_penutup"
🍮,🍮,"puding_susu_makanan_manis_penutup"
🍯,🍯,"toples_madu_kendi_manis"
🍼,🍼,"botol_bayi_minuman_susu"
🥛,🥛,"gelas_susu_minum"
☕,☕,"minuman_hangat_kopi_mengepul_panas_teh"
🫖,🫖,"teko_minum_poci_teh"
🍵,🍵,"cangkir_teh_tanpa_gagang_minuman"
🍶,🍶,"sake_bar_botol_cangkir_minuman"
🍾,🍾,"botol_dengan_penyumbat_terlepas_bar_gabus_menyembul_minuman"
🍷,🍷,"gelas_anggur_bar_minuman"
🍸,🍸,"gelas_cocktail_bar_koktail_minuman"
🍹,🍹,"minuman_tropis_bar"
🍺,🍺,"mug_bir_bar_minuman"
🍻,🍻,"mug_bir_berdenting_bar_berbenturan_minuman_tos"
🥂,🥂,"mendentingkan_gelas_cling_hore_perayaan_pesta_selamat"
🥃,🥃,"gelas_tumbler_alkohol_minum-minum_whisky_wiski"
🥤,🥤,"cangkir_dengan_sedotan_jus_soda"
🧋,🧋,"teh_bubble_pearl_susu"
🧃,🧃,"kotak_minuman_jus"
🧉,🧉,"teh_mate_minuman"
🧊,🧊,"es_batu_dingin_gunung"
🥢,🥢,"sumpit_hashi"
🍽️,🍽️,"garpu_dan_pisau_dengan_piring_masak"
🍴,🍴,"garpu_dan_pisau_masak"
🥄,🥄,"sendok_alat_makan_peralatan"
🔪,🔪,"pisau_dapur_alat_hocho_masak_senjata"
🏺,🏺,"amphora_aquarius_kendi_memasak_minuman_zodiak"
🌍,🌍,"bola_dunia_eropa-afrika_afrika_bumi_eropa_globe"
🌎,🌎,"bola_dunia_amerika_bumi_globe"
🌏,🌏,"bola_dunia_asia-australia_asia_australia_bumi_globe"
🌐,🌐,"bola_dunia_dengan_garis_meridian_asia_globe_meridien"
🗺️,🗺️,peta_dunia
🗾,🗾,peta_jepang
🧭,🧭,"kompas_magnetis_navigasi_orientasi"
🏔️,🏔️,"gunung_dengan_puncak_bersalju_dingin_salju"
⛰️,⛰️,gunung
🌋,🌋,"gunung_berapi_cuaca_erupsi"
🗻,🗻,gunung_fuji
🏕️,🏕️,"berkemah_kemah_tenda"
🏖️,🏖️,pantai_dan_payung
🏜️,🏜️,gurun
🏝️,🏝️,"pulau_terpencil_gurun"
🏞️,🏞️,taman_nasional
🏟️,🏟️,stadion
🏛️,🏛️,bangunan_klasik
🏗️,🏗️,konstruksi_bangunan
🧱,🧱,"batu_bata_adukan_semen_tanah_liat_tembok"
🪨,🪨,"batu_besar_berat_cadas_padat"
🪵,🪵,"kayu_gelondong"
🛖,🛖,"pondok_rumah_bundar_yurt"
🏘️,🏘️,"perumahan_bangunan_rumah"
🏚️,🏚️,"rumah_terlantar_bangunan"
🏠,🏠,"rumah_bangunan"
🏡,🏡,"rumah_dengan_taman_bangunan_kebun"
🏢,🏢,gedung_perkantoran
🏣,🏣,"kantor_pos_jepang_gedung"
🏤,🏤,"kantor_pos_eropa_gedung"
🏥,🏥,"rumah_sakit_bangunan_dokter_obat"
🏦,🏦,"bank_bangunan"
🏨,🏨,"hotel_bangunan"
🏩,🏩,"hotel_cinta_bangunan"
🏪,🏪,"minimarket_bangunan_toko"
🏫,🏫,"sekolah_bangunan"
🏬,🏬,"toserba_bangunan"
🏭,🏭,"pabrik_bangunan"
🏯,🏯,"kastel_jepang_bangunan"
🏰,🏰,"kastel_bangunan_eropa"
💒,💒,"pernikahan_kapel_romantis"
🗼,🗼,menara_tokyo
🗽,🗽,patung_liberty
⛪,⛪,"gereja_agama_bangunan_kristen_salib"
🕌,🕌,"masjid_agama_islam_muslim"
🛕,🛕,"pura_hindu"
🕍,🕍,"sinagog_agama_kuil_yahudi"
⛩️,⛩️,"kuil_shinto_agama"
🕋,🕋,"kabah_agama_islam_muslim"
⛲,⛲,"air_mancur_pancuran"
⛺,⛺,"tenda_berkemah"
🌁,🌁,"berkabut_cuaca_kabut"
🌃,🌃,"malam_berbintang_bintang_cuaca"
🏙️,🏙️,"panorama_kota_bangunan"
🌄,🌄,"matahari_terbit_di_antara_gunung_cuaca_pagi"
🌅,🌅,"matahari_terbit_cuaca_pagi"
🌆,🌆,"panorama_kota_di_sore_hari_matahari_terbenam_pemandangan_senja"
🌇,🌇,"matahari_terbenam_bangunan_cuaca_senja"
🌉,🌉,"jembatan_di_malam_hari_cuaca"
♨️,♨️,"sumber_air_panas_mata_mengepul"
🎠,🎠,"komidi_putar_karosel_kuda"
🎡,🎡,"kincir_ria_hiburan_roda_taman"
🎢,🎢,"roller_coaster_hiburan_taman"
💈,💈,"tanda_salon_potong_rambut_tiang"
🎪,🎪,tenda_sirkus
🚂,🚂,"lokomotif_kendaraan_kereta_mesin_rel_uap"
🚃,🚃,"gerbong_bus_listrik_kereta_api_mobil_rel_trem"
🚄,🚄,"kereta_ekspres_cepat_kendaraan_rel_shinkansen"
🚅,🚅,"kereta_ekspres_peluru_cepat_kendaraan_rel_shinkansen"
🚆,🚆,"kereta_kendaraan_rel"
🚇,🚇,"kereta_bawah_tanah_kendaraan"
🚈,🚈,"light_rail_kendaraan_rel"
🚉,🚉,"stasiun_kendaraan_kereta_rel"
🚊,🚊,"trem_kendaraan_kereta_listrik"
🚝,🚝,"monorel_kendaraan"
🚞,🚞,"jalur_kereta_pegunungan_gunung_kendaraan_mobil_rel"
🚋,🚋,"gerbong_trem_kendaraan_kereta_mobil"
🚌,🚌,"bus_kendaraan"
🚍,🚍,"bus_datang_kendaraan"
🚎,🚎,"bus_listrik_kendaraan_trem"
🚐,🚐,"minibus_bus_kendaraan"
🚑,🚑,"ambulans_kendaraan"
🚒,🚒,"mobil_pemadam_kebakaran_api_kendaraan_mesin_truk"
🚓,🚓,"mobil_polisi_kendaraan_patroli"
🚔,🚔,"mobil_polisi_datang_kendaraan"
🚕,🚕,"taksi_kendaraan"
🚖,🚖,"taksi_datang_kendaraan"
🚗,🚗,"mobil_kendaraan"
🚘,🚘,"mobil_datang_kendaraan"
🚙,🚙,"kendaraan_rekreasi_rv"
🛻,🛻,"truk_pikap_pick-up"
🚚,🚚,"truk_pengiriman_kendaraan"
🚛,🚛,"lori_gandeng_kendaraan_semi_truk"
🚜,🚜,"traktor_kendaraan"
🏎️,🏎️,"mobil_balap_balapan"
🏍️,🏍️,"sepeda_motor_balapan"
🛵,🛵,"motor_skuter_vespa"
🦽,🦽,"kursi_roda_manual_aksesibilitas"
🦼,🦼,"kursi_roda_bermotor_aksesibilitas"
🛺,🛺,"bajaj_tuk"
🚲,🚲,"sepeda_kendaraan"
🛴,🛴,"otoped_skuter"
🛹,🛹,papan_luncur
🛼,🛼,sepatu_roda
🚏,🚏,"halte_bus_perhentian"
🛣️,🛣️,jalan_raya
🛤️,🛤️,"rel_kereta_jalan"
🛢️,🛢️,drum_minyak
⛽,⛽,"pompa_bahan_bakar_bensin_spbu_stasiun"
🚨,🚨,"lampu_mobil_polisi_berputar_kendaraan_suar"
🚥,🚥,"lampu_lalu_lintas_horizontal_sinyal"
🚦,🚦,"lampu_lalu_lintas_vertikal_sinyal"
🛑,🛑,"rambu_stop_heksagon_segi_enam_tanda"
🚧,🚧,"konstruksi_pembatas"
⚓,⚓,"jangkar_alat_kapal"
⛵,⛵,"perahu_layar_kapal_kendaraan_laut_pesiar_resor"
🛶,🛶,"kano_getek_perahu_sampan"
🚤,🚤,"perahu_cepat_kendaraan"
🛳️,🛳️,"kapal_penumpang_kendaraan"
⛴️,⛴️,"kapal_feri_perahu"
🛥️,🛥️,"perahu_bermotor_kapal_kendaraan"
🚢,🚢,"kapal_kendaraan"
✈️,✈️,"pesawat_kendaraan"
🛩️,🛩️,"pesawat_kecil_kendaraan"
🛫,🛫,"pesawat_lepas_landas_check-in_keberangkatan_kedatangan_kendaraan"
🛬,🛬,"pesawat_mendarat_datang_kedatangan_kendaraan"
🪂,🪂,"parasut_hang-glide_parasail_terjun_payung"
💺,💺,"kursi_duduk"
🚁,🚁,"helikopter_kendaraan"
🚟,🚟,"kereta_suspensi_kendaraan_rel"
